idx,in_idx,politeness,FUNDER_001,FUNDER_002,FUNDER_003,FUNDER_004,FUNDER_005,FUNDER_006,FUNDER_007,FUNDER_008,FUNDER_009,FUNDER_010,FUNDER_011,FUNDER_012,FUNDER_013,FUNDER_014,FUNDER_015,FUNDER_016,FUNDER_017,FUNDER_018,FUNDER_019,FUNDER_020,FUNDER_021,FUNDER_022,FUNDER_023,FUNDER_024,FUNDER_025,FUNDER_026,FUNDER_027,FUNDER_028,FUNDER_029,FUNDER_030,FUNDER_031,FUNDER_032,FUNDER_033,FUNDER_034,FUNDER_035,FUNDER_036,FUNDER_037,FUNDER_038,FUNDER_039,FUNDER_040,FUNDER_041,FUNDER_042,FUNDER_043,FUNDER_044,FUNDER_045,FUNDER_046,FUNDER_047,FUNDER_048,FUNDER_049,FUNDER_050,FUNDER_051,FUNDER_052,FUNDER_053,FUNDER_054,FUNDER_055,FUNDER_056,FUNDER_057,FUNDER_058,FUNDER_059,FUNDER_060,FUNDER_061,FUNDER_062,FUNDER_063,FUNDER_064,FUNDER_065,FUNDER_066,FUNDER_067,FUNDER_068,FUNDER_069,FUNDER_070,FUNDER_071,FUNDER_072,FUNDER_073,FUNDER_074,FUNDER_075,FUNDER_076,FUNDER_077,FUNDER_078,FUNDER_079,FUNDER_080,FUNDER_081,FUNDER_082,FUNDER_083,FUNDER_084,FUNDER_085,FUNDER_086,FUNDER_087,FUNDER_088,FUNDER_089,FUNDER_090,FUNDER_091,FUNDER_092,FUNDER_093,FUNDER_094,FUNDER_095,FUNDER_096,FUNDER_097,FUNDER_098,FUNDER_099,FUNDER_100,PolCat
5,5,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,.02,0,0,0,0,0,0,.01,.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.53,0,.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,4,3.66,0,.01,.01,0,.01,.1,.01,.03,0,0,0,.01,0,.01,0,0,0,.01,.01,0,0,.01,.01,0,.01,.03,0,0,.01,0,0,0,.01,0,0,.01,.01,0,0,.01,.01,.01,.16,.01,0,.01,.01,.02,0,.02,.02,.01,.01,.01,0,.01,0,0,.01,0,.01,0,.01,.01,.01,0,.01,0,.01,.01,.02,.03,.01,0,0,.04,0,0,0,.01,.01,.02,0,.01,.01,.01,.01,0,0,0,0,0,.01,.01,.01,0,.01,.01,.01,.01,3
7,2,2.88,0,.01,0,0,0,.03,.01,.02,.01,.01,.01,.01,0,0,.02,.04,.03,0,0,.01,.01,.01,.05,.03,0,.01,0,.02,.01,0,0,.01,.01,0,0,0,.01,0,.01,0,.01,0,0,0,.04,0,.01,0,0,.01,.06,.01,.01,.01,.01,.02,.02,.01,.01,0,.01,0,.01,.01,.02,.02,0,.01,0,.02,.04,0,.01,0,.01,.01,0,0,0,0,0,.01,.02,.01,0,0,.01,.01,0,.01,0,.01,0,.01,.01,.01,0,0,.01,.02,1
7,7,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.45,0,.01,0,0,0,0,.02,.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.03,0,0,0,0,0,0,0,0,0,.02,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,.02,0,0,0,0,0,0,.11,0,0,0,0,0,0,0,0,0,0,0,1
7,9,3.11,0,.02,0,0,0,.01,.01,.01,.01,.02,.01,.01,.01,.01,0,0,.01,.01,.01,.01,0,.01,0,.01,.04,.01,0,.01,0,.01,0,.01,.01,0,.02,.01,.01,.01,.01,0,0,.01,.01,.01,0,0,0,.03,.05,0,.01,.01,0,.01,0,.01,0,.04,.04,0,.01,.01,0,.01,0,0,0,.01,.01,.03,0,.01,.01,0,.02,0,.01,.01,.01,.01,0,0,.01,0,.01,0,.04,.11,0,.03,.01,0,0,0,.01,0,0,0,.01,.01,1
7,10,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,.44,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,3.63,0,.01,0,0,0,.03,.01,.01,.03,.05,0,0,.01,.03,.01,.05,0,0,.01,.01,.08,0,0,.01,0,0,.01,.01,.01,.01,.05,0,0,.01,0,0,0,0,.01,.01,.01,0,0,.01,0,0,0,0,.01,.01,.15,.01,0,0,.01,.01,.01,0,0,0,0,0,.01,0,0,.02,.01,.01,.01,.01,.01,0,.05,0,.01,0,.01,.01,.01,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,.01,.01,0,.01,0,.01,0,3
8,2,3.69,.01,.01,.01,.01,.01,.02,0,.01,.02,.05,0,0,.01,.03,.01,.01,0,0,.01,0,.03,0,0,0,0,0,.05,0,0,.02,.28,0,0,.01,.01,0,0,.01,.01,.01,.01,0,0,.01,0,0,0,0,0,.01,.01,.01,0,0,.01,0,.01,0,0,0,0,0,.01,0,0,0,0,0,.01,.01,0,0,.02,0,0,0,.01,.01,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,.01,.01,0,.01,0,.01,0,3
8,4,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,.12,.01,0,0,0,0,0,0,0,0,0,0,0,.25,0,0,.02,.05,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.34,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,5,3.1,0,0,0,.01,0,.02,.02,.01,0,0,0,0,0,.01,0,.05,.03,0,.01,0,0,0,.01,.01,0,0,0,.01,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,.01,.02,0,0,0,0,.01,.28,0,.01,0,.01,.01,.01,0,0,0,0,0,0,0,.02,.01,0,0,0,.01,.17,0,.01,0,0,0,0,.01,0,0,.01,0,.01,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,.01,.01,1
8,6,3.03,0,.01,.01,0,0,.01,.1,.01,.01,.01,0,.01,.01,.01,0,.01,0,.01,0,.01,.01,.01,.01,0,.02,.01,0,.02,0,0,0,0,.01,0,0,0,.01,.01,.01,.01,0,0,.01,0,0,.01,.01,.01,.1,.01,.01,.01,.01,.02,0,.02,.01,.01,0,0,.01,.01,.01,.03,0,0,.03,.01,.02,.02,0,.01,.04,0,.02,0,.01,.01,.01,0,0,0,.01,.01,.01,0,.01,.01,0,.01,.01,0,.01,.01,0,0,.01,0,0,.01,1
8,7,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,.56,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,3.13,0,0,0,0,0,0,0,0,0,.01,0,0,0,.01,.05,0,0,0,0,0,.01,0,0,0,0,0,.13,0,0,0,.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,0,0,0,.01,0,.03,0,.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,.03,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,10,4.51,.01,0,0,0,0,0,0,0,.01,.01,0,0,.01,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.04,0,0,.02,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.05,0,0,0,0,0,.64,0,0,0,0,0,0,0,0,.01,0,.01,0,0,0,0,0,0,0,0,.01,.01,0,0,0,0,0,0,3
9,2,2.98,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,.03,0,0,0,0,0,0,0,0,0,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.73,0,0,0,0,0,0,.05,0,0,.01,0,0,0,0,0,0,0,0,0,0,1
9,3,3.19,.02,0,.01,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,.01,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,0,0,0,0,0,0,0,.01,0,.74,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,4,2.97,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,.04,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,.01,0,0,0,0,0,0,0,.01,.01,0,0,0,0,0,0,0,0,.01,0,.03,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,.01,0,0,0,0,0,0,.02,.07,0,.58,0,0,0,0,0,0,0,0,0,0,1
9,7,4.25,.02,0,0,0,0,.01,0,.01,.01,.03,0,.01,.01,0,0,.01,0,0,.01,0,.19,0,0,0,.01,0,0,.01,.01,0,.01,0,0,0,0,0,.01,0,0,0,0,.01,0,.01,0,.01,0,0,.01,.01,.01,.01,0,.01,0,.01,0,0,0,.01,.01,0,.01,0,0,.01,.01,0,.01,.01,0,.01,.21,0,0,0,0,.01,0,.01,0,.05,.01,.01,.01,0,.01,0,.01,0,0,0,0,0,0,0,.01,0,0,.01,3
9,9,4.09,.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27,0,0,.02,.02,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,.27,0,0,0,0,0,.02,0,0,0,0,0,0,.01,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,10,3.17,0,0,.02,0,0,0,0,0,0,0,0,0,0,.01,0,.01,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.73,0,0,0,.01,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,.05,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,4.16,0,.01,0,0,.01,.01,.01,0,.04,.01,.01,0,0,.01,0,.01,0,0,0,.01,.01,0,0,.01,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,.01,0,0,.01,0,.01,0,0,.01,0,.03,0,0,.01,0,.01,0,0,0,.01,0,.01,0,0,.01,0,0,0,.01,0,.01,.19,0,0,.2,0,.01,0,0,.01,0,0,0,.01,0,0,0,0,0,.01,0,0,0,.01,.04,.01,.1,0,0,0,0,0,3
10,2,4.02,0,0,0,0,0,0,0,0,.01,.01,0,0,0,0,0,.01,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,0,0,0,0,.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,.01,0,0,0,0,0,3
10,3,3.65,0,.01,0,0,0,.04,.01,.01,.01,.02,0,0,0,.02,.01,.05,0,0,0,.01,.1,0,0,0,0,0,0,.03,.02,.01,.03,0,.01,0,0,0,.01,0,.01,0,.01,0,0,.01,0,0,.01,.01,.02,0,.09,.01,0,.01,.03,.01,.01,0,0,0,0,.01,.01,0,0,.01,.01,.01,.01,.01,.01,0,.11,.01,.01,0,0,.01,.01,0,0,.01,0,0,0,0,0,0,.01,0,.01,0,.01,0,.01,0,.01,0,.01,0,3
10,5,3.59,.04,.01,0,0,0,0,.02,.01,.05,.01,0,.01,.01,0,0,.03,0,.01,0,.01,.01,0,0,0,0,.01,0,0,0,0,0,0,0,.01,0,0,.01,0,.01,.02,0,.01,0,.02,0,.01,0,0,.08,.01,.01,.01,.01,.01,0,.01,0,0,.01,.01,.01,0,.02,0,0,.04,.03,.01,.01,.01,.01,0,.12,0,0,.01,0,.01,0,.01,0,0,0,.01,0,0,.01,.02,0,.07,0,0,0,0,.02,0,.01,0,0,.01,3
10,8,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.73,0,0,.01,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11,1,3.64,.05,0,0,0,0,0,0,0,.01,.01,0,0,0,0,0,0,0,0,0,0,.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,.1,0,0,0,0,.02,0,0,.01,0,0,0,0,0,0,0,0,0,0,.32,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,.02,.01,0,.02,0,.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11,3,4.01,.01,0,.01,.01,0,.05,.01,.02,.01,0,0,.01,0,.02,0,.02,0,0,.01,0,0,0,.01,.01,.01,.01,0,0,0,0,.01,0,.01,0,0,0,0,0,0,0,.01,0,0,.01,.01,.01,0,.01,0,.01,.35,.01,.01,.01,0,.01,0,0,0,0,.01,.01,.01,0,0,.01,.01,0,0,.01,.07,0,.02,0,0,.01,0,.01,0,.01,.01,.01,.01,.01,0,0,.01,0,0,0,0,0,0,.01,0,0,0,0,0,0,3
11,5,3.7,0,.01,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,.01,0,.01,0,0,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.03,0,0,0,0,0,0,0,0,0,.6,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,3
12,3,3.08,0,0,.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1,3.8,.01,.01,.01,.01,.01,.02,0,.01,.03,.04,0,.01,0,.01,.02,.01,0,0,.01,0,.11,0,0,.01,0,0,.02,0,0,.02,.15,0,.01,.01,0,0,0,.01,.01,.01,.01,0,0,.01,.01,0,0,0,0,.01,.01,.01,.01,0,.01,0,0,0,0,.01,.01,0,.01,0,0,.01,.01,.01,0,.01,0,.01,.06,0,.01,0,.01,.01,.01,.01,.04,.01,0,0,0,.01,0,0,0,0,.01,0,0,.01,.01,0,.01,0,0,0,3
13,3,3.81,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,.01,0,0,0,0,0,.01,0,0,0,0,0,.07,0,0,.01,.62,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13,5,4.38,.01,.01,.01,.01,.02,.01,.01,.01,.06,.01,0,.01,.01,.01,0,.02,0,.01,.01,0,.02,.01,.01,.01,.01,.01,.01,0,0,.02,.04,0,.01,0,0,0,.01,.01,.01,.01,.01,.01,.01,.01,.01,.01,0,.01,.02,.01,.02,.02,.04,.01,.01,.01,.01,.01,0,.01,.01,0,.01,0,0,.01,.01,.01,0,.01,.01,.01,.03,0,.01,.01,.01,.01,.01,.01,.06,.01,.01,.01,.01,.02,.01,.01,0,.01,.01,0,0,.01,.01,0,.01,0,0,.01,3
15,5,4.4,.01,0,0,0,0,0,0,0,.01,.01,0,0,.01,0,0,.01,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,.01,0,.05,0,0,.01,.01,0,0,.01,.01,0,.01,0,0,0,0,.01,0,.01,0,0,0,.05,0,.01,0,0,0,.53,0,0,0,0,0,0,.01,0,.01,0,.01,0,0,0,0,0,0,0,0,.01,.01,0,0,0,0,0,0,3
