index,response
84,"In a startup accelerator program, entrepreneurs are expected to communicate their business idea and work towards launching their startup."
85,"During a food festival, attendees and chefs are expected to communicate and learn about different types of cuisine."
86,"In a winter sports program, coaches and athletes are expected to communicate and learn techniques to improve performance."
87,"During a mindfulness retreat, participants are expected to communicate and learn mindfulness techniques."
88,"In a ski trip, participants are expected to communicate and work as a team to make the trip successful."
89,"During a fashion show, designers and models are expected to communicate their fashion concepts to the audience."
90,"In a wildlife conservation project, staff members are expected to communicate and care for the animals."
91,"During a peaceful protest, participants are expected to communicate their message through signs and speeches."
92,"In a golf game, players are expected to communicate and follow golf etiquette rules."
93,"During a public transportation ride, passengers are expected to communicate and follow the transportation rules."
94,"In a book signing event, authors and readers are expected to communicate and discuss their thoughts about the book."
95,"During a community fair, attendees and vendors are expected to communicate and learn about the community's resources and events."
96,"In a home renovation project, contractors and clients are expected to communicate and work towards achieving the renovation goals."
97,"During a creative writing workshop, participants are expected to communicate and offer feedback on each other's writing."
98,"In a dance competition, dancers are expected to communicate through their movements and express their emotions."
99,"During a charity run, participants are expected to communicate the charity's mission and raise funds."
100,"In a public speaking competition, contestants are expected to communicate their message and engage the audience."
